Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1192,84562;2437,69124;2546,74578
TN93;+G;23;-1195,99857;2437,99714;2534,46846
GTR;+I;26;-1193,09611;2438,19222;2547,24676
GTR;+G+I;27;-1192,82164;2439,64328;2552,89222
GTR;;25;-1200,39358;2450,78716;2555,64729
