Model;Decoration;K;Llk;AIC;BIC
GTR;;25;-1015,98227;2081,96454;2182,18486
GTR;+I;26;-1015,61717;2083,23434;2187,46348
GTR;+G;26;-1015,75814;2083,51628;2187,74542
GTR;+G+I;27;-1015,62155;2085,24310;2193,48105
TN93;;22;-1022,45557;2088,91114;2177,10503
