Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1026,42477;2104,84954;2211,57416
GTR;+G+I;27;-1026,33260;2106,66520;2217,49461
GTR;+I;26;-1027,33629;2106,67258;2213,39720
TN93;+G;23;-1030,39086;2106,78172;2201,19196
GTR;;25;-1031,71705;2113,43410;2216,05393
