Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;22;-1162,12281;2368,24562;2457,90323
HKY85;+G;22;-1162,23316;2368,46632;2458,12393
TN93;+I;23;-1162,11909;2370,23818;2463,97113
HKY85;+G+I;23;-1162,12421;2370,24842;2463,98137
HKY85;;21;-1164,92696;2371,85392;2457,43618
GTR;+I;26;-1160,33966;2372,67932;2478,63831
GTR;+G;26;-1160,46264;2372,92528;2478,88427
K80;+I;19;-1167,77399;2373,54798;2450,97955
GTR;+G+I;27;-1160,34076;2374,68152;2484,71586
GTR;;25;-1163,20504;2376,41008;2478,29373
