Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;22;-970,38422;1984,76844;2073,54903
HKY85;+G+I;23;-969,55834;1985,11668;2077,93275
HKY85;+G;22;-970,57494;1985,14988;2073,93047
TN93;+I;23;-969,90958;1985,81916;2078,63523
GTR;+I;26;-968,93478;1989,86956;2094,79207
GTR;+G+I;27;-967,94111;1989,88222;2098,84021
GTR;+G;26;-968,98773;1989,97546;2094,89797
K80;+I;19;-985,13754;2008,27508;2084,94922
HKY85;;21;-990,19406;2022,38812;2107,13323
GTR;;25;-987,80453;2025,60906;2126,49609
