Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1181,01507;2414,03014;2518,45022
GTR;+G+I;27;-1180,43010;2414,86020;2523,29644
TN93;+G;23;-1184,50518;2415,01036;2507,38197
GTR;+I;26;-1181,94015;2415,88030;2520,30038
GTR;;25;-1199,76096;2449,52192;2549,92584
