Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1409,41314;2862,82628;2953,18078
HKY85;+I;22;-1410,28402;2864,56804;2954,92254
TN93;+G;23;-1409,40380;2864,80760;2959,26912
HKY85;+G+I;23;-1409,41340;2864,82680;2959,28832
GTR;+G;26;-1409,06593;2870,13186;2976,91445
GTR;+I;26;-1409,91760;2871,83520;2978,61779
GTR;+G+I;27;-1409,06906;2872,13812;2983,02773
HKY85;;21;-1415,44692;2872,89384;2959,14132
GTR;;25;-1414,97069;2879,94138;2982,61695
K80;+G;19;-1428,91847;2895,83694;2973,87037
