Model;Decoration;K;Llk;AIC;BIC
K80;+I;19;-432,86151;903,72302;966,58010
K80;+G;19;-432,87678;903,75356;966,61064
K80;+G+I;20;-432,76877;905,53754;971,70289
HKY85;+G;22;-432,68259;909,36518;982,14706
K80;;18;-437,23044;910,46088;970,00969
TN93;+G;23;-432,54165;911,08330;987,17345
GTR;+G;26;-432,15861;916,31722;1002,33218
GTR;+I;26;-432,16718;916,33436;1002,34932
GTR;+G+I;27;-431,95888;917,91776;1007,24098
GTR;;25;-436,20172;922,40344;1005,11013
