Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-934,02650;1920,05300;2026,66129
GTR;+I;26;-934,40934;1920,81868;2027,42697
GTR;+G+I;27;-933,81557;1921,63114;2032,33975
TN93;+G;23;-938,73451;1923,46902;2017,77635
GTR;;25;-938,79235;1927,58470;2030,09267
