Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1238,91585;2529,83170;2635,30808
GTR;+G+I;27;-1238,76644;2531,53288;2641,06604
GTR;+I;26;-1240,18657;2532,37314;2637,84952
TN93;+G;23;-1243,87323;2533,74646;2627,05249
GTR;;25;-1251,51518;2553,03036;2654,44996
