Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-822,89425;1689,78850;1776,00416
HKY85;+I;22;-822,92520;1689,85040;1776,06606
TN93;+G;23;-822,43829;1690,87658;1781,01113
HKY85;+G+I;23;-822,88612;1691,77224;1781,90679
GTR;+G;26;-820,81183;1693,62366;1795,51490
GTR;+I;26;-820,83409;1693,66818;1795,55942
HKY85;;21;-826,80620;1695,61240;1777,90917
GTR;+G+I;27;-820,80838;1695,61676;1801,42689
GTR;;25;-824,79994;1699,59988;1797,57222
K80;+G;19;-832,93746;1703,87492;1778,33390
