Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-524,35803;1092,71606;1165,49794
HKY85;+I;22;-524,65094;1093,30188;1166,08376
TN93;+G;23;-523,67586;1093,35172;1169,44187
GTR;+G;26;-520,75628;1093,51256;1179,52752
HKY85;+G+I;23;-523,86182;1093,72364;1169,81379
GTR;+I;26;-521,24461;1094,48922;1180,50418
GTR;+G+I;27;-520,42195;1094,84390;1184,16712
K80;+G;19;-529,33424;1096,66848;1159,52556
GTR;;25;-528,85339;1107,70678;1190,41347
HKY85;;21;-533,73152;1109,46304;1178,93666
