Model;Decoration;K;Llk;AIC;BIC
K80;+I;19;-587,23820;1212,47640;1280,05613
K80;+G;19;-587,28752;1212,57504;1280,15477
K80;;18;-589,10478;1214,20956;1278,23246
K80;+G+I;20;-587,29857;1214,59714;1285,73370
HKY85;+I;22;-585,33737;1214,67474;1292,92495
TN93;+I;23;-585,33670;1216,67340;1298,48044
GTR;+I;26;-583,75998;1219,51996;1311,99748
GTR;+G;26;-583,83097;1219,66194;1312,13946
GTR;;25;-585,29149;1220,58298;1309,50368
GTR;+G+I;27;-583,83986;1221,67972;1317,71407
