Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1404,51834;2853,03668;2942,23434
TN93;+G;23;-1404,24482;2854,48964;2947,74174
HKY85;+G+I;23;-1404,49676;2854,99352;2948,24562
HKY85;+I;22;-1406,61509;2857,23018;2946,42784
GTR;+G;26;-1403,31277;2858,62554;2964,04096
GTR;+G+I;27;-1403,29074;2860,58148;2970,05134
GTR;+I;26;-1405,33061;2862,66122;2968,07664
HKY85;;21;-1419,57286;2881,14572;2966,28894
GTR;;25;-1418,16613;2886,33226;2987,69324
K80;+G;19;-1432,89184;2903,78368;2980,81802
