Model;Decoration;K;Llk;AIC;BIC
GTR;+I;26;-1424,49827;2900,99654;3010,73188
GTR;+G;26;-1424,61715;2901,23430;3010,96964
TN93;+I;23;-1428,55200;2903,10400;3000,17757
GTR;+G+I;27;-1424,61716;2903,23432;3017,19025
GTR;;25;-1437,61953;2925,23906;3030,75381
