Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1334,05371;2712,10742;2805,69165
HKY85;+G+I;23;-1333,81238;2713,62476;2811,46282
HKY85;+I;22;-1334,86722;2713,73444;2807,31867
TN93;+G;23;-1334,01498;2714,02996;2811,86802
GTR;+G;26;-1333,43942;2718,87884;2829,47838
GTR;+G+I;27;-1333,20816;2720,41632;2835,26969
GTR;+I;26;-1334,24386;2720,48772;2831,08726
HKY85;;21;-1346,25883;2734,51766;2823,84806
GTR;;25;-1345,49409;2740,98818;2847,33390
K80;+G;19;-1351,70970;2741,41940;2822,24214
