Model;Decoration;K;Llk;AIC;BIC
GTR;+I;26;-1867,28545;3786,57090;3898,34358
TN93;+I;23;-1870,52755;3787,05510;3885,93093
GTR;+G+I;27;-1867,26796;3788,53592;3904,60754
GTR;+G;26;-1869,61723;3791,23446;3903,00714
GTR;;25;-1902,17610;3854,35220;3961,82593
