Model;Decoration;K;Llk;AIC;BIC
GTR;+I;26;-970,50407;1993,00814;2089,99073
GTR;+G;26;-970,55422;1993,10844;2090,09103
GTR;+G+I;27;-970,49020;1994,98040;2095,69309
TN93;+I;23;-975,56779;1997,13558;2082,92787
GTR;;25;-976,55880;2003,11760;2096,37009
