Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1218,45209;2488,90418;2597,74560
GTR;+I;26;-1218,69988;2489,39976;2598,24118
GTR;+G+I;27;-1218,39691;2490,79382;2603,82145
TN93;+G;23;-1231,30774;2508,61548;2604,89827
GTR;;25;-1236,94327;2523,88654;2628,54175
