Model;Decoration;K;Llk;AIC;BIC
TN93;+I;23;-823,27870;1692,55740;1781,48616
TN93;+G;23;-823,37149;1692,74298;1781,67174
HKY85;+I;22;-824,53946;1693,07892;1778,14121
GTR;+I;26;-820,61627;1693,23254;1793,76070
GTR;+G;26;-820,65844;1693,31688;1793,84504
TN93;+G+I;24;-823,40163;1694,80326;1787,59849
GTR;+G+I;27;-820,67324;1695,34648;1799,74111
GTR;;25;-825,37094;1700,74188;1797,40358
TN93;;22;-828,54687;1701,09374;1786,15603
