Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1218,92063;2489,84126;2597,19656
GTR;+I;26;-1219,26948;2490,53896;2597,89426
GTR;+G+I;27;-1218,90962;2491,81924;2603,30359
TN93;+G;23;-1223,89509;2493,79018;2588,75833
GTR;;25;-1229,60614;2509,21228;2612,43853
