Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1288,43364;2620,86728;2714,15334
HKY85;+I;22;-1289,11201;2622,22402;2715,51008
TN93;+G;23;-1288,19157;2622,38314;2719,90948
HKY85;+G+I;23;-1288,41662;2622,83324;2720,35958
HKY85;;21;-1292,69017;2627,38034;2716,42613
GTR;+G;26;-1288,08038;2628,16076;2738,40793
GTR;+I;26;-1288,73983;2629,47966;2739,72683
GTR;+G+I;27;-1288,05962;2630,11924;2744,60668
GTR;;25;-1292,36029;2634,72058;2740,72747
K80;+G;19;-1305,30710;2648,61420;2729,17944
