Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;22;-810,83758;1665,67516;1749,58603
HKY85;+G;22;-810,99023;1665,98046;1749,89133
TN93;+I;23;-810,64769;1667,29538;1755,02038
HKY85;+G+I;23;-810,84039;1667,68078;1755,40578
HKY85;;21;-812,98665;1667,97330;1748,07004
K80;+I;19;-815,38605;1668,77210;1741,24058
GTR;+I;26;-809,96240;1671,92480;1771,09219
GTR;+G;26;-810,14871;1672,29742;1771,46481
GTR;+G+I;27;-810,15891;1674,31782;1777,29934
GTR;;25;-812,20699;1674,41398;1769,76724
