Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-909,27768;1862,55536;1946,85677
HKY85;+I;22;-910,01840;1864,03680;1948,33821
HKY85;+G+I;23;-909,12416;1864,24832;1952,38161
TN93;+G;23;-909,25435;1864,50870;1952,64199
GTR;+G;26;-906,69800;1865,39600;1965,02494
GTR;+I;26;-907,52018;1867,04036;1966,66930
GTR;+G+I;27;-906,55351;1867,10702;1970,56784
HKY85;;21;-918,34956;1878,69912;1959,16865
K80;+G;19;-921,24634;1880,49268;1953,29844
GTR;;25;-915,46514;1880,93028;1976,72734
