Model;Decoration;K;Llk;AIC;BIC
GTR;+I;26;-1128,73834;2309,47668;2414,58513
GTR;+G;26;-1128,89832;2309,79664;2414,90509
TN93;+I;23;-1132,15191;2310,30382;2403,28437
GTR;+G+I;27;-1128,89832;2311,79664;2420,94772
GTR;;25;-1141,31365;2332,62730;2433,69312
