Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;22;-901,15186;1846,30372;1938,03515
HKY85;+G;22;-901,65685;1847,31370;1939,04513
TN93;+I;23;-901,12635;1848,25270;1944,15374
HKY85;+G+I;23;-901,15088;1848,30176;1944,20280
GTR;+I;26;-900,60293;1853,20586;1961,61573
GTR;+G;26;-901,04000;1854,08000;1962,48987
GTR;+G+I;27;-900,60203;1855,20406;1967,78354
HKY85;;21;-909,50019;1861,00038;1948,56220
GTR;;25;-908,74856;1867,49712;1971,73738
K80;+I;19;-924,46121;1886,92242;1966,14502
