Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;22;-891,54293;1827,08586;1916,38657
HKY85;+G;22;-891,55956;1827,11912;1916,41983
TN93;+I;23;-891,24990;1828,49980;1921,85963
HKY85;+G+I;23;-891,47158;1828,94316;1922,30299
GTR;+I;26;-890,92899;1833,85798;1939,39518
GTR;+G;26;-890,93956;1833,87912;1939,41632
GTR;+G+I;27;-890,82778;1835,65556;1945,25188
HKY85;;21;-898,98943;1839,97886;1925,22044
K80;+I;19;-903,42764;1844,85528;1921,97862
GTR;;25;-898,29983;1846,59966;1948,07773
