Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1685,30864;3414,61728;3506,02415
TN93;+G;23;-1684,41462;3414,82924;3510,39097
HKY85;+G+I;23;-1684,93368;3415,86736;3511,42909
GTR;+G;26;-1682,81744;3417,63488;3525,66119
HKY85;+I;22;-1687,25162;3418,50324;3509,91011
GTR;+G+I;27;-1682,33378;3418,66756;3530,84872
GTR;+I;26;-1684,67381;3421,34762;3529,37393
K80;+G;19;-1692,02096;3422,04192;3500,98422
HKY85;;21;-1758,08859;3558,17718;3645,42919
GTR;;25;-1755,33765;3560,67530;3664,54675
