Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-918,05896;1880,11792;1966,15544
HKY85;+I;22;-918,44759;1880,89518;1966,93270
HKY85;+G+I;23;-918,00612;1882,01224;1971,96056
TN93;+G;23;-918,05056;1882,10112;1972,04944
GTR;+G;26;-917,21877;1886,43754;1988,11825
GTR;+I;26;-917,63734;1887,27468;1988,95539
GTR;+G+I;27;-917,16337;1888,32674;1993,91824
HKY85;;21;-925,25236;1892,50472;1974,63144
K80;+G;19;-930,15171;1898,30342;1972,60855
GTR;;25;-924,42518;1898,85036;1996,62027
