Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;22;-850,76120;1745,52240;1832,14819
HKY85;+G;22;-850,76976;1745,53952;1832,16531
TN93;+I;23;-849,87339;1745,74678;1836,31011
GTR;+I;26;-847,30159;1746,60318;1848,97912
GTR;+G;26;-847,34796;1746,69592;1849,07186
HKY85;+G+I;23;-850,78078;1747,56156;1838,12489
GTR;+G+I;27;-847,34801;1748,69602;1855,00949
HKY85;;21;-858,07417;1758,14834;1840,83660
GTR;;25;-854,56439;1759,12878;1857,56718
K80;+I;19;-868,26615;1774,53230;1849,34548
