Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1451,39130;2946,78260;3042,30927
HKY85;+I;22;-1451,55914;2947,11828;3042,64495
TN93;+G;23;-1451,05749;2948,11498;3047,98377
HKY85;+G+I;23;-1451,35352;2948,70704;3048,57583
GTR;+G;26;-1449,87128;2951,74256;3064,63771
GTR;+I;26;-1450,12870;2952,25740;3065,15255
GTR;+G+I;27;-1449,79176;2953,58352;3070,82079
HKY85;;21;-1466,28957;2974,57914;3065,76368
GTR;;25;-1464,22504;2978,45008;3087,00311
K80;+G;19;-1475,54984;2989,09968;3071,59998
