Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1036,74071;2125,48142;2226,08313
GTR;+G+I;27;-1036,66947;2127,33894;2231,80995
TN93;+G;23;-1040,73695;2127,47390;2216,46772
GTR;+I;26;-1038,32375;2128,64750;2229,24921
GTR;;25;-1045,94339;2141,88678;2238,61920
