Model;Decoration;K;Llk;AIC;BIC
TN93;+G;23;-823,18163;1692,36326;1782,43590
TN93;+I;23;-823,46919;1692,93838;1783,01102
GTR;+G;26;-821,06677;1694,13354;1795,95479
TN93;+G+I;24;-823,15780;1694,31560;1788,30444
HKY85;+G;22;-825,32638;1694,65276;1780,80920
GTR;+I;26;-821,36506;1694,73012;1796,55137
TN93;;22;-825,71914;1695,43828;1781,59472
GTR;+G+I;27;-821,04262;1696,08524;1801,82269
GTR;;25;-823,66439;1697,32878;1795,23383
