Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-916,62445;1877,24890;1965,33441
HKY85;+I;22;-916,71494;1877,42988;1965,51539
TN93;+G;23;-916,25742;1878,51484;1970,60424
HKY85;+G+I;23;-916,51200;1879,02400;1971,11340
GTR;+G;26;-915,84535;1883,69070;1987,79176
GTR;+I;26;-915,90982;1883,81964;1987,92070
GTR;+G+I;27;-915,75618;1885,51236;1993,61731
HKY85;;21;-925,77716;1893,55432;1977,63594
GTR;;25;-925,35645;1900,71290;2000,81007
K80;+G;19;-931,38155;1900,76310;1976,83695
