Model;Decoration;K;Llk;AIC;BIC
TN93;+G;23;-483,87069;1013,74138;1085,31709
TN93;+I;23;-484,15509;1014,31018;1085,88589
GTR;+G;26;-481,41621;1014,83242;1095,74410
GTR;+I;26;-481,41978;1014,83956;1095,75124
TN93;+G+I;24;-483,83232;1015,66464;1090,35234
GTR;+G+I;27;-481,41615;1016,83230;1100,85597
HKY85;+G;22;-486,45090;1016,90180;1085,36553
TN93;;22;-497,03948;1038,07896;1106,54269
GTR;;25;-495,19572;1040,39144;1118,19113
