Model;Decoration;K;Llk;AIC;BIC
TN93;+I;23;-1236,02837;2518,05674;2615,13031
TN93;+G;23;-1236,04805;2518,09610;2615,16967
HKY85;+I;22;-1237,12426;2518,24852;2611,10150
TN93;+G+I;24;-1236,04813;2520,09626;2621,39042
GTR;+I;26;-1235,99016;2523,98032;2633,71566
GTR;+G;26;-1236,00905;2524,01810;2633,75344
GTR;+G+I;27;-1236,00911;2526,01822;2639,97415
TN93;;22;-1257,75717;2559,51434;2652,36732
GTR;;25;-1257,68838;2565,37676;2670,89151
