Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-855,57655;1755,15310;1838,19323
HKY85;+I;22;-856,49599;1756,99198;1840,03211
TN93;+G;23;-855,50088;1757,00176;1843,81644
HKY85;+G+I;23;-855,52900;1757,05800;1843,87268
GTR;+G;26;-853,65096;1759,30192;1857,44026
HKY85;;21;-859,45471;1760,90942;1840,17500
GTR;+G+I;27;-853,59687;1761,19374;1863,10663
GTR;+I;26;-854,64461;1761,28922;1859,42756
GTR;;25;-857,65822;1765,31644;1859,68022
K80;+G;19;-871,35059;1780,70118;1852,41765
