Model;Decoration;K;Llk;AIC;BIC
HKY85;+G+I;23;-777,62094;1601,24188;1687,91326
HKY85;+G;22;-778,93548;1601,87096;1684,77402
HKY85;+I;22;-779,01903;1602,03806;1684,94112
TN93;+G+I;24;-777,49231;1602,98462;1693,42432
GTR;+G+I;27;-774,97904;1603,95808;1705,70274
GTR;+G;26;-776,14726;1604,29452;1702,27086
GTR;+I;26;-776,19776;1604,39552;1702,37186
K80;+G+I;20;-785,97046;1611,94092;1687,30733
HKY85;;21;-794,47367;1630,94734;1710,08208
GTR;;25;-791,79207;1633,58414;1727,79216
