Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1266,09157;2576,18314;2667,49640
HKY85;+G+I;23;-1265,81435;2577,62870;2673,09256
TN93;+G;23;-1266,00747;2578,01494;2673,47880
HKY85;+I;22;-1267,20363;2578,40726;2669,72052
GTR;+G;26;-1265,06369;2582,12738;2690,04305
GTR;+G+I;27;-1264,80484;2583,60968;2695,67595
GTR;+I;26;-1266,21148;2584,42296;2692,33863
HKY85;;21;-1280,49691;2602,99382;2690,15647
GTR;;25;-1279,27497;2608,54994;2712,31500
K80;+G;19;-1292,70198;2623,40396;2702,26541
