Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1396,17909;2844,35818;2950,01659
TN93;+G;23;-1400,06442;2846,12884;2939,59589
GTR;+G+I;27;-1396,15318;2846,30636;2956,02856
GTR;+I;26;-1399,35967;2850,71934;2956,37775
GTR;;25;-1421,99953;2893,99906;2995,59369
