Model;Decoration;K;Llk;AIC;BIC
TN93;+G;23;-1468,30693;2982,61386;3082,96350
TN93;+I;23;-1468,42306;2982,84612;3083,19576
HKY85;+G;22;-1469,44900;2982,89800;3078,88461
TN93;;22;-1469,69034;2983,38068;3079,36729
TN93;+G+I;24;-1468,31569;2984,63138;3089,34405
GTR;+G;26;-1467,95423;2987,90846;3101,34719
GTR;+I;26;-1468,05718;2988,11436;3101,55309
GTR;;25;-1469,34582;2988,69164;3097,76734
GTR;+G+I;27;-1467,98247;2989,96494;3107,76669
