Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1263,16518;2578,33036;2694,97054
GTR;+G+I;27;-1263,17522;2580,35044;2701,47678
GTR;;25;-1272,01366;2594,02732;2706,18133
GTR;+I;26;-1272,02286;2596,04572;2712,68590
TN93;+G;23;-1275,14960;2596,29920;2699,48089
