Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1574,11479;3200,22958;3308,47576
GTR;+G+I;27;-1573,90807;3201,81614;3314,22563
TN93;+G;23;-1578,35911;3202,71822;3298,47446
GTR;+I;26;-1575,71841;3203,43682;3311,68300
GTR;;25;-1602,94051;3255,88102;3359,96389
