Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-792,74298;1637,48596;1736,73085
TN93;+G;23;-795,77932;1637,55864;1725,35219
GTR;+I;26;-793,05945;1638,11890;1737,36379
GTR;+G+I;27;-792,68526;1639,37052;1742,43252
GTR;;25;-797,21596;1644,43192;1739,85969
