Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-918,27327;1880,54654;1965,91826
HKY85;+I;22;-918,54192;1881,08384;1966,45556
TN93;+G;23;-917,96062;1881,92124;1971,17349
HKY85;+G+I;23;-918,16353;1882,32706;1971,57931
GTR;+G;26;-916,45985;1884,91970;1985,81355
GTR;+I;26;-916,68430;1885,36860;1986,26245
GTR;+G+I;27;-916,41299;1886,82598;1991,60037
HKY85;;21;-929,94246;1901,88492;1983,37611
K80;+G;19;-932,10309;1902,20618;1975,93630
GTR;;25;-928,04091;1906,08182;2003,09514
