Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1296,96483;2645,92966;2752,42109
TN93;+G;23;-1300,41132;2646,82264;2741,02660
GTR;+I;26;-1297,89537;2647,79074;2754,28217
GTR;+G+I;27;-1296,95557;2647,91114;2758,49840
GTR;;25;-1303,00762;2656,01524;2758,41085
