Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-650,97633;1353,95266;1447,98870
GTR;+G+I;27;-650,68104;1355,36208;1453,01489
GTR;+I;26;-651,69504;1355,39008;1449,42612
TN93;+G;23;-659,94529;1365,89058;1449,07631
GTR;;25;-658,62687;1367,25374;1457,67301
