Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1070,41755;2192,83510;2295,88816
GTR;+I;26;-1070,56054;2193,12108;2296,17414
GTR;+G+I;27;-1070,42769;2194,85538;2301,87202
GTR;;25;-1073,26001;2196,52002;2295,60950
TN93;+G;23;-1076,77011;2199,54022;2290,70254
