Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;22;-700,33689;1444,67378;1528,71560
K80;+I;19;-704,02441;1446,04882;1518,63039
TN93;+I;23;-700,29279;1446,58558;1534,44748
HKY85;+G+I;23;-700,33661;1446,67322;1534,53512
HKY85;+G;22;-702,26212;1448,52424;1532,56606
GTR;+I;26;-698,68365;1449,36730;1548,68945
GTR;+G+I;27;-698,61111;1451,22222;1554,36445
GTR;+G;26;-700,44018;1452,88036;1552,20251
HKY85;;21;-713,99981;1469,99962;1550,22136
GTR;;25;-712,11044;1474,22088;1569,72295
