Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-928,63506;1901,27012;1985,63595
HKY85;+I;22;-928,66259;1901,32518;1985,69101
HKY85;+G+I;23;-928,30177;1902,60354;1990,80418
TN93;+G;23;-928,62484;1903,24968;1991,45032
GTR;+G;26;-926,45378;1904,90756;2004,61263
GTR;+I;26;-926,48883;1904,97766;2004,68273
GTR;+G+I;27;-926,09609;1906,19218;2009,73206
K80;+G;19;-938,76219;1915,52438;1988,38578
HKY85;;21;-948,50527;1939,01054;2019,54156
GTR;;25;-945,28844;1940,57688;2036,44714
