Model;Decoration;K;Llk;AIC;BIC
TN93;+I;23;-875,46385;1796,92770;1883,01677
TN93;+G;23;-875,94705;1797,89410;1883,98317
HKY85;+I;22;-877,75733;1799,51466;1881,86073
TN93;+G+I;24;-875,94709;1799,89418;1889,72625
GTR;+I;26;-875,08750;1802,17500;1899,49308
GTR;+G;26;-875,57023;1803,14046;1900,45854
GTR;+G+I;27;-875,57037;1805,14074;1906,20182
TN93;;22;-893,01613;1830,03226;1912,37833
GTR;;25;-892,86942;1835,73884;1929,31391
