Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-816,64744;1685,29488;1782,77909
GTR;+G+I;27;-815,86131;1685,72262;1786,95623
GTR;+I;26;-817,33897;1686,67794;1784,16215
TN93;+G;23;-821,17396;1688,34792;1774,58395
GTR;;25;-832,30301;1714,60602;1808,34084
