Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-624,19481;1292,38962;1377,51415
HKY85;+I;22;-624,19497;1292,38994;1377,51447
TN93;+G;23;-623,50529;1293,01058;1382,00440
HKY85;;21;-625,51080;1293,02160;1374,27683
HKY85;+G+I;23;-624,19488;1294,38976;1383,38358
GTR;+G;26;-622,87829;1297,75658;1398,35829
GTR;+I;26;-622,88207;1297,76414;1398,36585
GTR;;25;-624,26501;1298,53002;1395,26244
GTR;+G+I;27;-622,87824;1299,75648;1404,22749
K80;+G;19;-635,64032;1309,28064;1382,79728
