Model;Decoration;K;Llk;AIC;BIC
GTR;+I;26;-722,13589;1496,27178;1592,91450
GTR;+G;26;-722,16216;1496,32432;1592,96704
GTR;+G+I;27;-722,16676;1498,33352;1598,69326
TN93;+I;23;-731,22177;1508,44354;1593,93517
GTR;;25;-731,58757;1513,17514;1606,10083
