Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1336,16912;2716,33824;2805,27616
HKY85;+I;22;-1336,48049;2716,96098;2805,89890
TN93;+G;23;-1336,09955;2718,19910;2811,17965
HKY85;+G+I;23;-1336,16548;2718,33096;2811,31151
GTR;+G;26;-1333,77729;2719,55458;2824,66303
GTR;+I;26;-1334,13615;2720,27230;2825,38075
GTR;+G+I;27;-1333,78318;2721,56636;2830,71744
HKY85;;21;-1345,08758;2732,17516;2817,07044
GTR;;25;-1342,46800;2734,93600;2836,00182
K80;+G;19;-1352,32739;2742,65478;2819,46480
