Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;22;-875,05531;1794,11062;1881,36584
HKY85;+G;22;-875,08410;1794,16820;1881,42342
TN93;+I;23;-874,72280;1795,44560;1886,66697
HKY85;+G+I;23;-875,08414;1796,16828;1887,38965
GTR;+I;26;-872,21512;1796,43024;1899,55005
GTR;+G;26;-872,21763;1796,43526;1899,55507
GTR;+G+I;27;-872,21768;1798,43536;1905,52132
HKY85;;21;-883,97018;1809,94036;1893,22944
GTR;;25;-881,85667;1813,71334;1912,86700
K80;+I;19;-888,58070;1815,16140;1890,51818
