Model;Decoration;K;Llk;AIC;BIC
HKY85;;21;-1063,38480;2168,76960;2252,69509
HKY85;+G;22;-1062,60203;2169,20406;2257,12600
HKY85;+I;22;-1062,77179;2169,54358;2257,46552
TN93;;22;-1063,35476;2170,70952;2258,63146
HKY85;+G+I;23;-1062,60324;2171,20648;2263,12487
GTR;;25;-1061,26730;2172,53460;2272,44590
GTR;+G;26;-1060,42554;2172,85108;2276,75883
GTR;+I;26;-1060,61574;2173,23148;2277,13923
GTR;+G+I;27;-1060,42554;2174,85108;2282,75528
K80;;18;-1078,94207;2193,88414;2265,82027
