Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-517,71073;1079,42146;1153,77920
HKY85;+I;22;-517,86202;1079,72404;1154,08178
HKY85;;21;-519,19454;1080,38908;1151,36692
TN93;+G;23;-517,60766;1081,21532;1158,95295
HKY85;+G+I;23;-517,70761;1081,41522;1159,15285
GTR;+G;26;-516,60911;1085,21822;1173,09555
GTR;+I;26;-516,81262;1085,62524;1173,50257
GTR;;25;-518,23761;1086,47522;1170,97265
GTR;+G+I;27;-516,60214;1087,20428;1178,46150
K80;+G;19;-531,08462;1100,16924;1164,38728
