Model;Decoration;K;Llk;AIC;BIC
HKY85;+I;22;-1175,39510;2394,79020;2487,81744
HKY85;+G;22;-1175,41823;2394,83646;2487,86370
TN93;+I;23;-1175,05085;2396,10170;2493,35745
HKY85;+G+I;23;-1175,41829;2396,83658;2494,09233
GTR;+I;26;-1173,59331;2399,18662;2509,12790
GTR;+G;26;-1173,63591;2399,27182;2509,21310
K80;+I;19;-1181,49982;2400,99964;2481,34134
GTR;+G+I;27;-1173,63621;2401,27242;2515,44221
HKY85;;21;-1190,46748;2422,93496;2511,73369
GTR;;25;-1188,52045;2427,04090;2532,75367
