Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1095,71804;2235,43608;2324,26924
HKY85;+I;22;-1095,77674;2235,55348;2324,38664
TN93;+I;23;-1095,70214;2237,40428;2330,27531
HKY85;+G+I;23;-1095,72426;2237,44852;2330,31955
HKY85;;21;-1098,21401;2238,42802;2323,22330
K80;+I;19;-1101,63640;2241,27280;2317,99234
GTR;+I;26;-1094,81208;2241,62416;2346,60880
GTR;+G;26;-1094,82115;2241,64230;2346,62694
GTR;+G+I;27;-1094,82187;2243,64374;2352,66625
GTR;;25;-1097,17557;2244,35114;2345,29791
