Model;Decoration;K;Llk;AIC;BIC
GTR;+I;26;-913,07727;1878,15454;1984,23280
GTR;+G;26;-913,08074;1878,16148;1984,23974
GTR;+G+I;27;-912,90169;1879,80338;1989,96157
TN93;+I;23;-922,90393;1891,80786;1985,64632
GTR;;25;-921,14718;1892,29436;1994,29268
