Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-781,54412;1615,08824;1715,17068
GTR;+I;26;-781,64109;1615,28218;1715,36462
GTR;+G+I;27;-781,32743;1616,65486;1720,58662
TN93;+G;23;-786,43945;1618,87890;1707,41336
GTR;;25;-789,80054;1629,60108;1725,83419
