Model;Decoration;K;Llk;AIC;BIC
GTR;+G;26;-1167,24417;2386,48834;2496,73551
GTR;+I;26;-1167,38662;2386,77324;2497,02041
TN93;+G;23;-1170,80948;2387,61896;2485,14530
GTR;+G+I;27;-1167,02284;2388,04568;2502,53312
GTR;;25;-1180,94441;2411,88882;2517,89571
