Model;Decoration;K;Llk;AIC;BIC
HKY85;+G;22;-1005,47191;2054,94382;2140,74156
HKY85;+I;22;-1005,72676;2055,45352;2141,25126
HKY85;+G+I;23;-1005,45453;2056,90906;2146,60669
TN93;+G;23;-1005,46346;2056,92692;2146,62455
GTR;+G;26;-1004,09855;2060,19710;2161,59443
K80;+G;19;-1011,19873;2060,39746;2134,49550
GTR;+I;26;-1004,46138;2060,92276;2162,32009
GTR;+G+I;27;-1004,07672;2062,15344;2167,45066
HKY85;;21;-1013,41506;2068,83012;2150,72796
GTR;;25;-1012,35438;2074,70876;2172,20619
